,0
1802,CTRL
1803,CTRL
1804,CTRL
1805,CTRL
1806,CTRL
1807,CTRL
1808,CTRL
1809,CTRL
1810,CTRL
1811,CTRL
1812,CTRL
1813,x
1814,CTRL
1815,CTRL
1816,CTRL
1817,CTRL
1818,CTRL
1819,CTRL
1820,CTRL
1821,0
1822,1
1823,NOKEY
1824,CTRL
1825,CTRL
1826,CTRL
1827,CTRL
1828,CTRL
1829,0
1830,CTRL
1831,CTRL
1832,CTRL
1833,CTRL
1834,CTRL
1835,CTRL
1836,CTRL
1837,4
1838,0
1839,SUPPR
1840,0
1841,0
1842,4
1843,0
1844,0
1845,0
1846,m
1847,0
1848,SUPPR
1849,0
1850,3
1851,0
1852,SUPPR
1853,0
1854,0
1855,0
1856,0
1857,0
1858,4
1859,4
1860,4
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,SUPPR
1870,SUPPR
1871,0
1872,0
1873,SUPPR
1874,0
1875,0
1876,0
1877,0
1878,CTRL
1879,4
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,m
1894,0
1895,4
1896,0
1897,0
1898,m
1899,SUPPR
1900,0
1901,0
1902,SUPPR
1903,SUPPR
1904,0
1905,CTRL
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,4
1920,0
1921,0
1922,m
1923,0
1924,SUPPR
1925,SUPPR
1926,m
1927,0
1928,0
1929,0
1930,SUPPR
1931,SUPPR
1932,0
1933,0
1934,0
1935,m
1936,3
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,SUPPR
1944,0
1945,SUPPR
1946,CTRL
1947,0
1948,4
1949,SUPPR
1950,0
1951,0
1952,0
1953,0
1954,4
1955,2
1956,4
1957,SUPPR
1958,0
1959,0
1960,0
1961,0
1962,SUPPR
1963,0
1964,4
1965,0
1966,0
1967,SUPPR
1968,NOKEY
1969,0
1970,4
1971,SUPPR
1972,SUPPR
1973,0
1974,0
1975,0
1976,0
1977,4
1978,0
1979,0
1980,CTRL
1981,0
1982,0
1983,0
1984,4
1985,0
1986,SUPPR
1987,0
1988,0
1989,4
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,1
1997,NOKEY
1998,CTRL
1999,0
2000,0
2001,CTRL
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,m
2013,0
2014,0
2015,4
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,NOKEY
2026,0
2027,0
2028,0
2029,0
2030,4
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,m
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,4
2052,0
2053,4
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,SUPPR
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,CTRL
2078,0
2079,0
2080,4
2081,0
2082,0
2083,0
2084,0
2085,0
2086,4
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,SUPPR
2099,0
2100,SUPPR
2101,0
2102,0
2103,SUPPR
2104,SUPPR
2105,0
2106,SUPPR
2107,0
2108,0
2109,0
2110,0
2111,3
2112,0
2113,0
2114,0
2115,0
2116,0
2117,SUPPR
2118,CTRL
2119,0
2120,0
2121,0
2122,0
2123,0
2124,SUPPR
2125,0
2126,SUPPR
2127,m
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,4
2136,0
2137,0
2138,SUPPR
2139,SUPPR
2140,0
2141,3
2142,0
2143,CTRL
2144,CTRL
2145,NOKEY
2146,NOKEY
2147,NOKEY
2148,NOKEY
2149,NOKEY
2150,NOKEY
2151,NOKEY
2152,NOKEY
2153,NOKEY
2154,NOKEY
2155,NOKEY
2156,NOKEY
2157,NOKEY
2158,3
2159,NOKEY
2160,NOKEY
2161,3
2162,NOKEY
2163,NOKEY
2164,3
2165,NOKEY
2166,NOKEY
2167,NOKEY
2168,NOKEY
2169,NOKEY
2170,NOKEY
2171,NOKEY
2172,NOKEY
2173,m
2174,h
2175,NOKEY
2176,NOKEY
2177,NOKEY
2178,NOKEY
2179,NOKEY
2180,NOKEY
2181,NOKEY
2182,NOKEY
2183,NOKEY
2184,NOKEY
2185,NOKEY
2186,NOKEY
2187,3
2188,NOKEY
2189,NOKEY
2190,NOKEY
2191,NOKEY
2192,3
2193,NOKEY
2194,NOKEY
2195,NOKEY
2196,NOKEY
2197,NOKEY
2198,NOKEY
2199,NOKEY
2200,NOKEY
2201,NOKEY
2202,NOKEY
2203,NOKEY
2204,NOKEY
2205,NOKEY
2206,NOKEY
2207,NOKEY
2208,NOKEY
2209,NOKEY
2210,NOKEY
2211,NOKEY
2212,NOKEY
2213,3
2214,NOKEY
2215,NOKEY
2216,NOKEY
2217,NOKEY
2218,NOKEY
2219,NOKEY
2220,CTRL
2221,NOKEY
2222,NOKEY
2223,NOKEY
2224,7
2225,NOKEY
2226,NOKEY
2227,NOKEY
2228,NOKEY
2229,NOKEY
2230,NOKEY
2231,NOKEY
2232,NOKEY
2233,NOKEY
2234,NOKEY
2235,NOKEY
2236,NOKEY
2237,NOKEY
2238,NOKEY
2239,NOKEY
2240,NOKEY
2241,NOKEY
2242,NOKEY
2243,NOKEY
2244,2
2245,NOKEY
2246,e
2247,NOKEY
2248,NOKEY
2249,NOKEY
2250,NOKEY
2251,NOKEY
2252,NOKEY
2253,NOKEY
2254,NOKEY
2255,NOKEY
2256,NOKEY
2257,NOKEY
2258,NOKEY
2259,NOKEY
2260,NOKEY
2261,NOKEY
2262,l
2263,NOKEY
2264,2
2265,NOKEY
2266,NOKEY
2267,NOKEY
2268,NOKEY
2269,NOKEY
2270,NOKEY
2271,NOKEY
2272,NOKEY
2273,NOKEY
2274,NOKEY
2275,NOKEY
2276,NOKEY
2277,NOKEY
2278,NOKEY
2279,NOKEY
2280,NOKEY
2281,NOKEY
2282,NOKEY
2283,3
2284,NOKEY
2285,NOKEY
2286,NOKEY
2287,NOKEY
2288,NOKEY
2289,NOKEY
2290,NOKEY
2291,NOKEY
2292,3
2293,NOKEY
2294,NOKEY
2295,NOKEY
2296,NOKEY
2297,NOKEY
2298,3
2299,NOKEY
2300,NOKEY
2301,NOKEY
2302,NOKEY
2303,NOKEY
2304,NOKEY
2305,NOKEY
2306,NOKEY
2307,NOKEY
2308,NOKEY
2309,NOKEY
2310,NOKEY
2311,NOKEY
2312,NOKEY
2313,NOKEY
2314,NOKEY
2315,NOKEY
2316,NOKEY
2317,NOKEY
2318,NOKEY
2319,NOKEY
2320,NOKEY
2321,NOKEY
2322,NOKEY
2323,3
2324,3
2325,NOKEY
2326,NOKEY
2327,NOKEY
2328,z
2329,NOKEY
2330,NOKEY
2331,NOKEY
2332,NOKEY
2333,NOKEY
2334,NOKEY
2335,3
2336,NOKEY
2337,NOKEY
2338,NOKEY
2339,NOKEY
2340,3
2341,NOKEY
2342,NOKEY
2343,NOKEY
2344,NOKEY
2345,NOKEY
2346,NOKEY
2347,NOKEY
2348,NOKEY
2349,NOKEY
2350,NOKEY
2351,NOKEY
2352,NOKEY
2353,NOKEY
2354,e
2355,NOKEY
2356,3
2357,NOKEY
2358,NOKEY
2359,NOKEY
2360,NOKEY
2361,NOKEY
2362,7
2363,NOKEY
2364,NOKEY
2365,NOKEY
2366,NOKEY
2367,NOKEY
2368,NOKEY
2369,NOKEY
2370,NOKEY
2371,NOKEY
2372,NOKEY
2373,NOKEY
2374,7
2375,3
2376,z
2377,w
2378,3
2379,NOKEY
2380,h
2381,NOKEY
2382,NOKEY
2383,NOKEY
2384,NOKEY
2385,NOKEY
2386,NOKEY
2387,NOKEY
2388,NOKEY
2389,NOKEY
2390,NOKEY
2391,NOKEY
2392,NOKEY
2393,NOKEY
2394,z
2395,NOKEY
2396,p
2397,NOKEY
2398,NOKEY
2399,NOKEY
2400,NOKEY
2401,NOKEY
2402,CTRL
2403,NOKEY
2404,NOKEY
2405,NOKEY
2406,NOKEY
2407,NOKEY
2408,NOKEY
2409,m
2410,NOKEY
2411,NOKEY
2412,NOKEY
2413,2
2414,NOKEY
2415,a
2416,NOKEY
2417,NOKEY
2418,NOKEY
2419,NOKEY
2420,NOKEY
2421,NOKEY
2422,NOKEY
2423,NOKEY
2424,NOKEY
2425,NOKEY
2426,NOKEY
2427,NOKEY
2428,NOKEY
2429,NOKEY
2430,7
2431,NOKEY
2432,NOKEY
2433,NOKEY
2434,NOKEY
2435,NOKEY
2436,NOKEY
2437,NOKEY
2438,NOKEY
2439,NOKEY
2440,NOKEY
2441,NOKEY
2442,NOKEY
2443,NOKEY
2444,NOKEY
2445,7
2446,NOKEY
2447,NOKEY
2448,NOKEY
2449,NOKEY
2450,NOKEY
2451,NOKEY
2452,NOKEY
2453,7
2454,NOKEY
2455,NOKEY
2456,NOKEY
2457,NOKEY
2458,NOKEY
2459,a
2460,NOKEY
2461,NOKEY
2462,3
2463,2
2464,NOKEY
2465,NOKEY
2466,NOKEY
2467,NOKEY
2468,2
2469,NOKEY
2470,7
2471,CTRL
2472,7
2473,2
2474,NOKEY
2475,NOKEY
2476,NOKEY
2477,NOKEY
2478,NOKEY
2479,NOKEY
2480,NOKEY
2481,NOKEY
2482,NOKEY
2483,NOKEY
2484,CTRL
2485,NOKEY
2486,e
2487,NOKEY
2488,t
2489,l
2490,NOKEY
2491,NOKEY
2492,NOKEY
2493,NOKEY
2494,NOKEY
2495,3
2496,NOKEY
2497,NOKEY
2498,z
2499,NOKEY
2500,NOKEY
2501,l
2502,7
2503,NOKEY
2504,NOKEY
2505,3
2506,NOKEY
2507,NOKEY
2508,h
2509,NOKEY
2510,NOKEY
2511,NOKEY
2512,NOKEY
2513,NOKEY
2514,NOKEY
2515,NOKEY
2516,NOKEY
2517,NOKEY
2518,NOKEY
2519,NOKEY
2520,w
2521,7
2522,NOKEY
2523,NOKEY
2524,NOKEY
2525,NOKEY
2526,3
2527,NOKEY
2528,NOKEY
2529,NOKEY
2530,NOKEY
2531,NOKEY
2532,7
2533,NOKEY
2534,NOKEY
2535,7
2536,NOKEY
2537,NOKEY
2538,NOKEY
2539,h
2540,NOKEY
2541,NOKEY
2542,NOKEY
2543,NOKEY
2544,NOKEY
2545,NOKEY
2546,NOKEY
2547,NOKEY
2548,NOKEY
2549,3
2550,NOKEY
2551,NOKEY
2552,3
2553,NOKEY
2554,t
2555,7
2556,NOKEY
2557,NOKEY
2558,NOKEY
2559,NOKEY
2560,NOKEY
2561,NOKEY
2562,NOKEY
2563,NOKEY
2564,NOKEY
2565,NOKEY
2566,NOKEY
2567,NOKEY
2568,NOKEY
2569,NOKEY
2570,NOKEY
2571,NOKEY
2572,NOKEY
2573,NOKEY
2574,NOKEY
2575,NOKEY
2576,NOKEY
2577,NOKEY
2578,NOKEY
2579,NOKEY
2580,NOKEY
2581,NOKEY
2582,NOKEY
2583,NOKEY
2584,NOKEY
2585,NOKEY
2586,NOKEY
2587,NOKEY
2588,NOKEY
2589,NOKEY
2590,NOKEY
2591,NOKEY
2592,NOKEY
2593,NOKEY
2594,NOKEY
2595,NOKEY
2596,NOKEY
2597,NOKEY
2598,NOKEY
2599,NOKEY
2600,NOKEY
2601,NOKEY
2602,NOKEY
2603,7
2604,0
2605,3
2606,3
2607,NOKEY
2608,h
2609,NOKEY
2610,NOKEY
2611,NOKEY
2612,3
2613,NOKEY
2614,NOKEY
2615,NOKEY
2616,NOKEY
2617,NOKEY
2618,7
2619,NOKEY
2620,NOKEY
2621,NOKEY
2622,NOKEY
2623,NOKEY
2624,NOKEY
2625,NOKEY
2626,NOKEY
2627,NOKEY
2628,NOKEY
2629,NOKEY
2630,NOKEY
2631,NOKEY
2632,NOKEY
2633,NOKEY
2634,NOKEY
2635,NOKEY
2636,NOKEY
2637,NOKEY
2638,NOKEY
2639,NOKEY
2640,NOKEY
2641,NOKEY
2642,NOKEY
2643,NOKEY
2644,NOKEY
2645,NOKEY
2646,NOKEY
2647,z
2648,NOKEY
2649,NOKEY
2650,NOKEY
2651,p
2652,NOKEY
2653,NOKEY
2654,NOKEY
2655,NOKEY
2656,NOKEY
2657,NOKEY
2658,NOKEY
2659,NOKEY
2660,NOKEY
2661,NOKEY
2662,NOKEY
2663,NOKEY
2664,NOKEY
2665,NOKEY
2666,NOKEY
2667,NOKEY
2668,NOKEY
2669,NOKEY
2670,NOKEY
2671,NOKEY
2672,NOKEY
2673,7
2674,NOKEY
2675,CTRL
2676,NOKEY
2677,NOKEY
2678,NOKEY
2679,NOKEY
2680,NOKEY
2681,NOKEY
2682,NOKEY
2683,NOKEY
2684,NOKEY
2685,3
2686,NOKEY
2687,NOKEY
2688,NOKEY
2689,p
2690,m
2691,NOKEY
2692,NOKEY
2693,NOKEY
2694,NOKEY
2695,NOKEY
2696,NOKEY
2697,NOKEY
2698,NOKEY
2699,NOKEY
2700,NOKEY
2701,NOKEY
2702,NOKEY
2703,NOKEY
2704,NOKEY
2705,NOKEY
2706,NOKEY
2707,NOKEY
2708,NOKEY
2709,NOKEY
2710,NOKEY
2711,NOKEY
2712,m
2713,NOKEY
2714,NOKEY
2715,NOKEY
2716,u
2717,NOKEY
2718,t
2719,NOKEY
2720,NOKEY
2721,a
2722,NOKEY
2723,NOKEY
2724,3
2725,NOKEY
2726,NOKEY
2727,NOKEY
2728,3
2729,NOKEY
2730,NOKEY
2731,NOKEY
2732,NOKEY
2733,NOKEY
2734,NOKEY
2735,NOKEY
2736,CTRL
2737,NOKEY
2738,NOKEY
2739,NOKEY
2740,NOKEY
2741,NOKEY
2742,NOKEY
2743,NOKEY
2744,NOKEY
2745,NOKEY
2746,NOKEY
2747,7
2748,NOKEY
2749,NOKEY
2750,NOKEY
2751,7
2752,NOKEY
2753,NOKEY
2754,NOKEY
2755,NOKEY
2756,NOKEY
2757,NOKEY
2758,2
2759,NOKEY
2760,NOKEY
2761,NOKEY
2762,3
2763,k
2764,NOKEY
2765,NOKEY
2766,NOKEY
2767,NOKEY
2768,NOKEY
2769,NOKEY
2770,NOKEY
2771,NOKEY
2772,NOKEY
2773,NOKEY
2774,NOKEY
2775,NOKEY
2776,NOKEY
2777,NOKEY
2778,3
2779,NOKEY
2780,NOKEY
2781,7
2782,NOKEY
2783,NOKEY
2784,NOKEY
2785,NOKEY
2786,NOKEY
2787,NOKEY
2788,NOKEY
2789,NOKEY
2790,NOKEY
2791,NOKEY
2792,NOKEY
2793,7
2794,NOKEY
2795,NOKEY
2796,NOKEY
2797,NOKEY
2798,NOKEY
2799,NOKEY
2800,NOKEY
2801,3
2802,NOKEY
2803,NOKEY
2804,NOKEY
2805,7
2806,NOKEY
2807,NOKEY
2808,NOKEY
2809,NOKEY
2810,NOKEY
2811,NOKEY
2812,NOKEY
2813,NOKEY
2814,CTRL
2815,NOKEY
2816,NOKEY
2817,NOKEY
2818,NOKEY
2819,NOKEY
2820,NOKEY
2821,7
2822,NOKEY
2823,NOKEY
2824,NOKEY
2825,2
2826,3
2827,NOKEY
2828,NOKEY
2829,NOKEY
2830,NOKEY
2831,NOKEY
2832,NOKEY
2833,2
2834,NOKEY
2835,NOKEY
2836,NOKEY
2837,NOKEY
2838,3
2839,NOKEY
2840,NOKEY
2841,NOKEY
2842,NOKEY
2843,NOKEY
2844,NOKEY
2845,NOKEY
2846,NOKEY
2847,NOKEY
2848,NOKEY
2849,NOKEY
2850,NOKEY
2851,7
2852,h
2853,NOKEY
2854,z
2855,NOKEY
2856,NOKEY
2857,NOKEY
2858,NOKEY
2859,NOKEY
2860,NOKEY
2861,NOKEY
2862,NOKEY
2863,NOKEY
2864,NOKEY
2865,NOKEY
2866,NOKEY
2867,NOKEY
2868,NOKEY
2869,NOKEY
2870,NOKEY
2871,NOKEY
2872,NOKEY
2873,NOKEY
2874,NOKEY
2875,NOKEY
2876,NOKEY
2877,NOKEY
2878,NOKEY
2879,NOKEY
2880,NOKEY
2881,NOKEY
2882,NOKEY
2883,NOKEY
2884,NOKEY
2885,NOKEY
2886,NOKEY
2887,e
2888,NOKEY
2889,NOKEY
2890,NOKEY
2891,NOKEY
2892,NOKEY
2893,NOKEY
2894,NOKEY
2895,NOKEY
2896,NOKEY
2897,NOKEY
2898,NOKEY
2899,NOKEY
2900,NOKEY
2901,3
2902,NOKEY
2903,NOKEY
2904,NOKEY
2905,NOKEY
2906,z
2907,NOKEY
2908,NOKEY
2909,NOKEY
2910,NOKEY
2911,NOKEY
2912,NOKEY
2913,NOKEY
2914,CTRL
2915,NOKEY
2916,NOKEY
2917,NOKEY
2918,NOKEY
2919,NOKEY
2920,NOKEY
2921,NOKEY
2922,NOKEY
2923,NOKEY
2924,NOKEY
2925,NOKEY
2926,NOKEY
2927,NOKEY
2928,3
2929,NOKEY
2930,NOKEY
2931,NOKEY
2932,NOKEY
2933,CTRL
2934,NOKEY
2935,2
2936,NOKEY
2937,NOKEY
2938,NOKEY
2939,NOKEY
2940,NOKEY
2941,NOKEY
2942,NOKEY
2943,NOKEY
2944,NOKEY
2945,NOKEY
2946,NOKEY
2947,m
2948,k
2949,NOKEY
2950,z
2951,p
2952,NOKEY
2953,NOKEY
2954,NOKEY
2955,NOKEY
2956,7
2957,NOKEY
2958,NOKEY
2959,NOKEY
2960,NOKEY
2961,NOKEY
2962,NOKEY
2963,3
2964,r
2965,NOKEY
2966,NOKEY
2967,NOKEY
2968,NOKEY
2969,NOKEY
2970,NOKEY
2971,NOKEY
2972,NOKEY
2973,NOKEY
2974,NOKEY
2975,NOKEY
2976,h
2977,CTRL
2978,NOKEY
2979,NOKEY
2980,NOKEY
2981,NOKEY
2982,NOKEY
2983,NOKEY
2984,NOKEY
2985,NOKEY
2986,NOKEY
2987,NOKEY
2988,3
2989,NOKEY
2990,NOKEY
2991,NOKEY
2992,f
2993,SHIFT
2994,r
2995,NOKEY
2996,NOKEY
2997,3
2998,q
2999,NOKEY
3000,NOKEY
3001,NOKEY
3002,NOKEY
3003,NOKEY
3004,NOKEY
3005,NOKEY
3006,2
3007,t
3008,z
3009,NOKEY
3010,2
3011,SHIFT
3012,SHIFT
3013,SHIFT
3014,SHIFT
3015,SHIFT
3016,SHIFT
3017,SHIFT
3018,SHIFT
3019,SHIFT
3020,SHIFT
3021,SHIFT
3022,SHIFT
3023,NOKEY
3024,SHIFT
3025,x
3026,SHIFT
3027,SHIFT
3028,SHIFT
3029,SHIFT
3030,SHIFT
3031,SHIFT
3032,SHIFT
3033,SHIFT
3034,x
3035,SHIFT
3036,x
3037,SHIFT
3038,SHIFT
3039,SHIFT
3040,SHIFT
3041,SHIFT
3042,SHIFT
3043,x
3044,SHIFT
3045,SHIFT
3046,SHIFT
3047,SHIFT
3048,SHIFT
3049,SHIFT
3050,SHIFT
3051,x
3052,s
3053,SHIFT
3054,CTRL
3055,SHIFT
3056,SHIFT
3057,3
3058,SHIFT
3059,SHIFT
3060,SHIFT
3061,SHIFT
3062,SHIFT
3063,SHIFT
3064,SHIFT
3065,SHIFT
3066,t
3067,SHIFT
3068,x
3069,SHIFT
3070,SHIFT
3071,SHIFT
3072,SHIFT
3073,SHIFT
3074,SHIFT
3075,SHIFT
3076,SHIFT
3077,SHIFT
3078,SHIFT
3079,SHIFT
3080,SHIFT
3081,SHIFT
3082,SHIFT
3083,SHIFT
3084,SHIFT
3085,SHIFT
3086,SHIFT
3087,SHIFT
3088,SHIFT
3089,SHIFT
3090,SHIFT
3091,SHIFT
3092,SHIFT
3093,SHIFT
3094,SHIFT
3095,SHIFT
3096,SHIFT
3097,SHIFT
3098,SHIFT
3099,SHIFT
3100,SHIFT
3101,SHIFT
3102,SHIFT
3103,x
3104,SHIFT
3105,SHIFT
3106,NOKEY
3107,SHIFT
3108,SHIFT
3109,SHIFT
3110,CTRL
3111,SHIFT
3112,SHIFT
3113,SHIFT
3114,SHIFT
3115,SHIFT
3116,SHIFT
3117,SHIFT
3118,SHIFT
3119,NOKEY
3120,SHIFT
3121,SHIFT
3122,SHIFT
3123,SHIFT
3124,SHIFT
3125,SHIFT
3126,x
3127,SHIFT
3128,SHIFT
3129,SHIFT
3130,SHIFT
3131,x
3132,SHIFT
3133,SHIFT
3134,x
3135,SHIFT
3136,SHIFT
3137,SHIFT
3138,SHIFT
3139,SHIFT
3140,SHIFT
3141,4
3142,3
3143,SHIFT
3144,SHIFT
3145,SHIFT
3146,SHIFT
3147,SHIFT
3148,SHIFT
3149,x
3150,SHIFT
3151,SHIFT
3152,SHIFT
3153,NOKEY
3154,SHIFT
3155,SHIFT
3156,SHIFT
3157,SHIFT
3158,x
3159,SHIFT
3160,SHIFT
3161,SHIFT
3162,SHIFT
3163,SHIFT
3164,SHIFT
3165,SHIFT
3166,SHIFT
3167,SHIFT
3168,SHIFT
3169,SHIFT
3170,SHIFT
3171,SHIFT
3172,x
3173,NOKEY
3174,SHIFT
3175,SHIFT
3176,SHIFT
3177,SHIFT
3178,x
3179,s
3180,SHIFT
3181,SHIFT
3182,SHIFT
3183,SHIFT
3184,SHIFT
3185,SHIFT
3186,NOKEY
3187,SHIFT
3188,SHIFT
3189,SHIFT
3190,1
3191,SHIFT
3192,SHIFT
3193,SHIFT
3194,x
3195,SHIFT
3196,SHIFT
3197,x
3198,SHIFT
3199,SHIFT
3200,SHIFT
3201,SHIFT
3202,SHIFT
3203,SHIFT
3204,SHIFT
3205,x
3206,SHIFT
3207,SHIFT
3208,SHIFT
3209,SHIFT
3210,x
3211,SHIFT
3212,SHIFT
3213,SHIFT
3214,SHIFT
3215,SHIFT
3216,SHIFT
3217,SHIFT
3218,x
3219,SHIFT
3220,x
3221,SHIFT
3222,SHIFT
3223,SHIFT
3224,SHIFT
3225,x
3226,SHIFT
3227,x
3228,SHIFT
3229,SHIFT
3230,SHIFT
3231,SHIFT
3232,SHIFT
3233,SHIFT
3234,SHIFT
3235,SHIFT
3236,SHIFT
3237,CTRL
3238,SHIFT
3239,SHIFT
3240,x
3241,SHIFT
3242,x
3243,SHIFT
3244,SHIFT
3245,SHIFT
3246,SHIFT
3247,SHIFT
3248,SHIFT
3249,SHIFT
3250,SHIFT
3251,SHIFT
3252,SHIFT
3253,SHIFT
3254,x
3255,SHIFT
3256,SHIFT
3257,SHIFT
3258,SHIFT
3259,SHIFT
3260,SHIFT
3261,SHIFT
3262,SHIFT
3263,SHIFT
3264,SHIFT
3265,SHIFT
3266,SHIFT
3267,SHIFT
3268,SHIFT
3269,SHIFT
3270,SHIFT
3271,SHIFT
3272,SHIFT
3273,SHIFT
3274,SHIFT
3275,SHIFT
3276,x
3277,SHIFT
3278,SHIFT
3279,SHIFT
3280,SHIFT
3281,SHIFT
3282,SHIFT
3283,SHIFT
3284,SHIFT
3285,SHIFT
3286,x
3287,SHIFT
3288,x
3289,SHIFT
3290,x
3291,SHIFT
3292,SHIFT
3293,SHIFT
3294,x
3295,SHIFT
3296,SHIFT
3297,SHIFT
3298,SHIFT
3299,x
3300,SHIFT
3301,SHIFT
3302,x
3303,SHIFT
3304,SHIFT
3305,SHIFT
3306,SHIFT
3307,SHIFT
3308,SHIFT
3309,SHIFT
3310,NOKEY
3311,SHIFT
3312,x
3313,SHIFT
3314,SHIFT
3315,SHIFT
3316,SHIFT
3317,SHIFT
3318,SHIFT
3319,SHIFT
3320,SHIFT
3321,SHIFT
3322,x
3323,SHIFT
3324,SHIFT
3325,SHIFT
3326,SHIFT
3327,x
3328,SHIFT
3329,SHIFT
3330,SHIFT
3331,SHIFT
3332,SHIFT
3333,SHIFT
3334,SHIFT
3335,SHIFT
3336,SHIFT
3337,SHIFT
3338,SHIFT
3339,SHIFT
3340,SHIFT
3341,SHIFT
3342,x
3343,SHIFT
3344,SHIFT
3345,SHIFT
3346,SHIFT
3347,SHIFT
3348,3
3349,SHIFT
3350,SHIFT
3351,SHIFT
3352,SHIFT
3353,SHIFT
3354,SHIFT
3355,SHIFT
3356,SHIFT
3357,SHIFT
3358,SHIFT
3359,SHIFT
3360,SHIFT
3361,SHIFT
3362,SHIFT
3363,SHIFT
3364,SHIFT
3365,SHIFT
3366,SHIFT
3367,SHIFT
3368,SHIFT
3369,SHIFT
3370,SHIFT
3371,SHIFT
3372,SHIFT
3373,SHIFT
3374,SHIFT
3375,SHIFT
3376,CTRL
3377,SHIFT
3378,SHIFT
3379,SHIFT
3380,SHIFT
3381,SHIFT
3382,SHIFT
3383,CTRL
3384,SHIFT
3385,SHIFT
3386,SHIFT
3387,SHIFT
3388,SHIFT
3389,SHIFT
3390,SHIFT
3391,SHIFT
3392,SHIFT
3393,SHIFT
3394,SHIFT
3395,SHIFT
3396,SHIFT
3397,SHIFT
3398,s
3399,x
3400,SHIFT
3401,SHIFT
3402,1
3403,SHIFT
3404,SHIFT
3405,SHIFT
3406,3
3407,SHIFT
3408,SHIFT
3409,SHIFT
3410,SHIFT
3411,SHIFT
3412,SHIFT
3413,SHIFT
3414,x
3415,SHIFT
3416,x
3417,SHIFT
3418,SHIFT
3419,SHIFT
3420,SHIFT
3421,SHIFT
3422,SHIFT
3423,SHIFT
3424,x
3425,x
3426,SHIFT
3427,SHIFT
3428,SHIFT
3429,SHIFT
3430,SHIFT
3431,SHIFT
3432,SHIFT
3433,SHIFT
3434,SHIFT
3435,SHIFT
3436,SHIFT
3437,SHIFT
3438,x
3439,x
3440,SHIFT
3441,NOKEY
3442,SHIFT
3443,CTRL
3444,SHIFT
3445,SHIFT
3446,SHIFT
3447,SHIFT
3448,SHIFT
3449,SHIFT
3450,SHIFT
3451,SHIFT
3452,SHIFT
3453,SHIFT
3454,SHIFT
3455,NOKEY
3456,SHIFT
3457,SHIFT
3458,SHIFT
3459,SHIFT
3460,SHIFT
3461,SHIFT
3462,SHIFT
3463,SHIFT
3464,SHIFT
3465,SHIFT
3466,SHIFT
3467,CTRL
3468,SHIFT
3469,SHIFT
3470,SHIFT
3471,SHIFT
3472,SHIFT
3473,SHIFT
3474,SHIFT
3475,SHIFT
3476,SHIFT
3477,SHIFT
3478,SHIFT
3479,x
3480,SHIFT
3481,SHIFT
3482,SHIFT
3483,7
3484,SHIFT
3485,SHIFT
3486,SHIFT
3487,SHIFT
3488,NOKEY
3489,SHIFT
3490,SHIFT
3491,SHIFT
3492,SHIFT
3493,SHIFT
3494,SHIFT
3495,SHIFT
3496,SHIFT
3497,x
3498,SHIFT
3499,SHIFT
3500,SHIFT
3501,SHIFT
3502,SHIFT
3503,SHIFT
3504,SHIFT
3505,SHIFT
3506,SHIFT
3507,SHIFT
3508,SHIFT
3509,SHIFT
3510,SHIFT
3511,n
3512,SHIFT
3513,SHIFT
3514,x
3515,SHIFT
3516,SHIFT
3517,SHIFT
3518,SHIFT
3519,SHIFT
3520,SHIFT
3521,x
3522,SHIFT
3523,SHIFT
3524,x
3525,SHIFT
3526,SHIFT
3527,x
3528,x
3529,SHIFT
3530,SHIFT
3531,SHIFT
3532,SHIFT
3533,SHIFT
3534,SHIFT
3535,SHIFT
3536,SHIFT
3537,x
3538,SHIFT
3539,SHIFT
3540,x
3541,SHIFT
3542,SHIFT
3543,7
3544,SHIFT
3545,SHIFT
3546,SHIFT
3547,SHIFT
3548,SHIFT
3549,SHIFT
3550,SHIFT
3551,SHIFT
3552,3
3553,SHIFT
3554,SHIFT
3555,SHIFT
3556,SHIFT
3557,x
3558,SHIFT
3559,SHIFT
3560,SHIFT
3561,SHIFT
3562,SHIFT
3563,SHIFT
3564,SHIFT
3565,x
3566,SHIFT
